man_nontrad_1_1,m_nt_1_scale_1,m_nt_1_scale_3,m_nt_1_scale_4,m_nt_1_scale_5,m_nt_1_scale_12,m_nt_1_scale_13,man_nontrad_2_1,m_nt_2_scale_1,m_nt_2_scale_3,m_nt_2_scale_4,m_nt_2_scale_5,m_nt_2_scale_12,m_nt_2_scale_13,man_nontrad_3_1,m_nt_3_scale_1,m_nt_3_scale_3,m_nt_3_scale_4,m_nt_3_scale_5,m_nt_3_scale_12,m_nt_3_scale_13,man_nontrad_4_1,m_nt_4_scale_1,m_nt_4_scale_3,m_nt_4_scale_4,m_nt_4_scale_5,m_nt_4_scale_12,m_nt_4_scale_13,man_nontrad_5_1,m_nt_5_scale_1,m_nt_5_scale_3,m_nt_5_scale_4,m_nt_5_scale_5,m_nt_5_scale_12,m_nt_5_scale_13,man_nontrad_6_1,m_nt_6_scale_1,m_nt_6_scale_3,m_nt_6_scale_4,m_nt_6_scale_5,m_nt_6_scale_12,m_nt_6_scale_13,man_nontrad_7_1,m_nt_7_scale_1,m_nt_7_scale_3,m_nt_7_scale_4,m_nt_7_scale_5,m_nt_7_scale_12,m_nt_7_scale_13,man_nontrad_8_1,m_nt_8_scale_1,m_nt_8_scale_3,m_nt_8_scale_4,m_nt_8_scale_5,m_nt_8_scale_12,m_nt_8_scale_13,man_nontrad_9_1,m_nt_9_scale_1,m_nt_9_scale_3,m_nt_9_scale_4,m_nt_9_scale_5,m_nt_9_scale_12,m_nt_9_scale_13,man_nontrad_10_1,m_nt_10_scale_1,m_nt_10_scale_3,m_nt_10_scale_4,m_nt_10_scale_5,m_nt_10_scale_12,m_nt_10_scale_13,man_trad_1_1,m_t_1_scale_1,m_t_1_scale_3,m_t_1_scale_4,m_t_1_scale_5,m_t_1_scale_12,m_t_1_scale_13,man_trad_2_1,m_t_2_scale_1,m_t_2_scale_3,m_t_2_scale_4,m_t_2_scale_5,m_t_2_scale_12,m_t_2_scale_13,man_trad_3_1,m_t_3_scale_1,m_t_3_scale_3,m_t_3_scale_4,m_t_3_scale_5,m_t_3_scale_12,m_t_3_scale_13,man_trad_4_1,m_t_4_scale_1,m_t_4_scale_3,m_t_4_scale_4,m_t_4_scale_5,m_t_4_scale_12,m_t_4_scale_13,man_trad_5_1,m_t_5_scale_1,m_t_5_scale_3,m_t_5_scale_4,m_t_5_scale_5,m_t_5_scale_12,m_t_5_scale_13,man_trad_6_1,m_t_6_scale_1,m_t_6_scale_3,m_t_6_scale_4,m_t_6_scale_5,m_t_6_scale_12,m_t_6_scale_13,man_trad_7_1,m_t_7_scale_1,m_t_7_scale_3,m_t_7_scale_4,m_t_7_scale_5,m_t_7_scale_12,m_t_7_scale_13,man_trad_8_1,m_t_8_scale_1,m_t_8_scale_3,m_t_8_scale_4,m_t_8_scale_5,m_t_8_scale_12,m_t_8_scale_13,man_trad_9_1,m_t_9_scale_1,m_t_9_scale_3,m_t_9_scale_4,m_t_9_scale_5,m_t_9_scale_12,m_t_9_scale_13,man_trad_10_1,m_t_10_scale_1,m_t_10_scale_3,m_t_10_scale_4,m_t_10_scale_5,m_t_10_scale_12,m_t_10_scale_13,woman_nontrad_1_1,w_nt_1_scale_1,w_nt_1_scale_3,w_nt_1_scale_4,w_nt_1_scale_5,w_nt_1_scale_12,w_nt_1_scale_13,woman_nontrad_2_1,w_nt_2_scale_1,w_nt_2_scale_3,w_nt_2_scale_4,w_nt_2_scale_5,w_nt_2_scale_12,w_nt_2_scale_13,woman_nontrad_3_1,w_nt_3_scale_1,w_nt_3_scale_3,w_nt_3_scale_4,w_nt_3_scale_5,w_nt_3_scale_12,w_nt_3_scale_13,woman_nontrad_4_1,w_nt_4_scale_1,w_nt_4_scale_3,w_nt_4_scale_4,w_nt_4_scale_5,w_nt_4_scale_12,w_nt_4_scale_13,woman_nontrad_5_1,w_nt_5_scale_1,w_nt_5_scale_3,w_nt_5_scale_4,w_nt_5_scale_5,w_nt_5_scale_12,w_nt_5_scale_13,woman_nontrad_6_1,w_nt_6_scale_1,w_nt_6_scale_3,w_nt_6_scale_4,w_nt_6_scale_5,w_nt_6_scale_12,w_nt_6_scale_13,woman_nontrad_7_1,w_nt_7_scale_1,w_nt_7_scale_3,w_nt_7_scale_4,w_nt_7_scale_5,w_nt_7_scale_12,w_nt_7_scale_13,woman_nontrad_8_1,w_nt_8_scale_1,w_nt_8_scale_3,w_nt_8_scale_4,w_nt_8_scale_5,w_nt_8_scale_12,w_nt_8_scale_13,woman_nontrad_9_1,w_nt_9_scale_1,w_nt_9_scale_3,w_nt_9_scale_4,w_nt_9_scale_5,w_nt_9_scale_12,w_nt_9_scale_13,woman_nontrad_10_1,w_nt_10_scale_1,w_nt_10_scale_3,w_nt_10_scale_4,w_nt_10_scale_5,w_nt_10_scale_12,w_nt_10_scale_13,woman_trad_1_1,w_t_1_scale_1,w_t_1_scale_3,w_t_1_scale_4,w_t_1_scale_5,w_t_1_scale_12,w_t_1_scale_13,woman_trad_2_1,w_t_2_scale_1,w_t_2_scale_3,w_t_2_scale_4,w_t_2_scale_5,w_t_2_scale_12,w_t_2_scale_13,woman_trad_3_1,w_t_3_scale_1,w_t_3_scale_3,w_t_3_scale_4,w_t_3_scale_5,w_t_3_scale_12,w_t_3_scale_13,woman_trad_4_1,w_t_4_scale_1,w_t_4_scale_3,w_t_4_scale_4,w_t_4_scale_5,w_t_4_scale_12,w_t_4_scale_13,woman_trad_5_1,w_t_5_scale_1,w_t_5_scale_3,w_t_5_scale_4,w_t_5_scale_5,w_t_5_scale_12,w_t_5_scale_13,woman_trad_6_1,w_t_6_scale_1,w_t_6_scale_3,w_t_6_scale_4,w_t_6_scale_5,w_t_6_scale_12,w_t_6_scale_13,woman_trad_7_1,w_t_7_scale_1,w_t_7_scale_3,w_t_7_scale_4,w_t_7_scale_5,w_t_7_scale_12,w_t_7_scale_13,woman_trad_8_1,w_t_8_scale_1,w_t_8_scale_3,w_t_8_scale_4,w_t_8_scale_5,w_t_8_scale_12,w_t_8_scale_13,woman_trad_9_1,w_t_9_scale_1,w_t_9_scale_3,w_t_9_scale_4,w_t_9_scale_5,w_t_9_scale_12,w_t_9_scale_13,woman_trad_10_1,w_t_10_scale_1,w_t_10_scale_3,w_t_10_scale_4,w_t_10_scale_5,w_t_10_scale_12,w_t_10_scale_13,age,gender,gender_5_TEXT,employment,role,company_size,experience,roles,industry,industry_12_TEXT,risk_aversion_1,risk_aversion_2,risk_aversion_3,risk_aversion_4,risk_aversion_5,risk_aversion_6,Condition,Iteration
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,5,5,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,5,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Man,,Employed full time,IT Support,"500-1,000 employees",3-5 years,Retail and managers,Retail,,3,6,6,5,5,5,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,5,6,8,8,9,,,,,,,,,,,,,,,10,10,7,8,9,8,9,,,,,,,,,,,,,,,,,,,,,,39,Man,,Employed full time,Technical Analyst,"1,000+ employees",1-2 years,Support Specialist,Technology,,3,6,3,3,5,5,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,9,8,7,9,9,,,,,,,,9,8,8,9,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Man,,Employed full time,Associate Manager,100-500 employees,3-5 years,Software Engineer,Technology,,4,6,6,5,6,3,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,6,9,7,6,9,,,,,,,,8,9,6,6,7,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Woman,,Employed full time,Senior manager,"1,000+ employees",3-5 years,data scientist,"Health,Technology",,4,6,5,5,3,5,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,8,9,6,9,10,7,8,,,,,,,,,,,,,,,9,9,9,9,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Man,,Employed full time,Senior manager,50-100 employees,10+ years,Hiring manager,Technology,,1,6,7,1,7,1,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,0,0,5,5,9,,,,,,,,7,9,0,0,0,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Man,,Employed full time,operations manager,Less than 50 employees,10+ years,"installation technicians, manual laborers","Transportation, utilities, or wholesale",,7,7,6,5,4,7,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,8,7,7,6,7,6,7,7,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Man,,Employed full time,IT Manager,"1,000+ employees",10+ years,IT Manager,Technology,,3,5,4,2,5,2,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,8,9,9,9,9,,,,,,,,,,,,,,,9,7,8,8,8,8,8,34,Man,,Employed full time,Senior Software Developer,"500-1,000 employees",1-2 years,Software developers and Programmers,Technology,,2,3,7,3,7,3,Woman_Traditional,Experiment
,,,,,,,9,8,7,8,8,9,9,,,,,,,,,,,,,,,10,9,8,7,9,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Man,,Employed full time,administrator manager,Less than 50 employees,3-5 years,"developers, architects, administrators",Technology,,1,5,3,1,6,3,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,7,6,3,8,,,,,,,,,,,,,,,7,8,6,7,7,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Man,,Employed full time,Senior Developer,50-100 employees,3-5 years,Junior Developer,Technology,,3,7,5,6,5,3,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,7,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Man,,Employed full time,IT consultant ,100-500 employees,5-10 years,"Front end developer, back end developer and customer relation officer",Technology,,3,6,6,4,5,5,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,8,7,6,7,,,,,,,,,,,,,,,,,,,,,,8,8,8,8,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Woman,,Employed full time,IT Director,"1,000+ employees",5-10 years,"Tech, HR, Front desk, Management, personal trainers, maintenance,.","Professional or business services,Retail,Technology",,6,6,6,6,6,6,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Man,,Employed full time,Software,50-100 employees,3-5 years,I've recruited for developers. ,Professional or business services,,3,5,4,2,5,3,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,7,8,5,6,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5,6,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Man,,Employed full time,Junior Software Engineer,Less than 50 employees,1-2 years,"Cashier
Software Engineer","Retail,Technology",,2,4,4,2,5,3,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,6,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,6,5,7,5,,,,,,,,,,,,,,,51,Woman,,Employed full time,Assistant Director,50-100 employees,5-10 years,"Interviewing, prescreening, ",Other - not listed,Biomedical Research,3,5,5,3,5,3,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5,5,5,6,6,,,,,,,,,,,,,,,4,5,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Woman,,Employed full time,Analyst,"1,000+ employees",3-5 years,Retail associate,Technology,,4,5,5,4,3,5,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,3,8,3,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,6,8,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Man,,Employed full time,Lead Animal Care Technician,"500-1,000 employees",1-2 years,Technician level positions.,Health,,5,5,5,6,6,3,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,6,7,5,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,5,7,6,8,8,,,,,,,,32,Man,,Employed full time,Research Scientist,"1,000+ employees",1-2 years,research Technicians,Technology,,2,6,3,2,6,3,Woman_Traditional,Experiment
10,10,8,9,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,8,9,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,Man,,Employed full time,IT Manager,"1,000+ employees",3-5 years,Pretty much everything.,Technology,,1,5,7,2,7,3,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,5,8,9,9,9,,,,,,,,9,9,5,6,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Man,,Employed full time,Team Lead,"1,000+ employees",3-5 years,Multiple roles,"Financial or information,Professional or business services",,3,4,4,3,6,2,Woman_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,5,5,5,7,10,,,,,,,,,,,,,,,3,3,5,5,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Man,,Employed full time,Senior project Manager,50-100 employees,3-5 years,"ColdFusion developer (assorted levels), Oracle Database Administrator, Social Media Analyst",Technology,,3,6,2,3,6,3,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Man,,Employed full time,senior scientist,Less than 50 employees,1-2 years,chemist,Manufacturing,,6,6,5,5,5,5,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,4,8,8,9,9,6,4,2,7,4,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Man,,Employed full time,Accountant,Less than 50 employees,3-5 years,Software Developer,Technology,,6,5,6,3,5,3,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6,7,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,Woman,,Employed full time,Sr. UX Researcher,"1,000+ employees",5-10 years,"UX Researcher, UX Research Manager, Insights Strategist",Technology,,5,5,5,4,6,5,Woman_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,9,9,10,7,7,8,10,8,9,9,9,7,37,Woman,,Employed full time,manager,50-100 employees,3-5 years,customer service ,Professional or business services,,7,2,3,6,3,6,Woman_Traditional,Experiment
,,,,,,,,,,,,,,7,7,7,7,6,5,7,,,,,,,,,,,,,,,,,,,,,,8,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Man,,Employed full time,"manager, development","500-1,000 employees",10+ years,software development,"Professional or business services,Technology",,3,4,4,4,5,4,Man_Nontraditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,5,5,6,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,5,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Man,,Employed full time,it manager,"1,000+ employees",10+ years,"PC support, help desk, server support, network support, telecom",Technology,,2,5,5,1,7,1,Man_Traditional,Experiment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,2,5,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,8,8,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Woman,,Employed full time,business analyst,"1,000+ employees",Less than 1 year,web content specialist,Financial or information,,7,7,7,7,2,7,Woman_Nontraditional,Experiment
