"","technical_scale","leadership_scale","likeable_scale","learner_scale","education_scale","experience_scale","pt","age","gender","gender_5_TEXT","employment","role","company_size","experience","roles","industry","industry_12_TEXT","risk_aversion_1","risk_aversion_2","risk_aversion_3","risk_aversion_4","risk_aversion_5","risk_aversion_6","Condition","Iteration","source","rating","applicant_gender","applicant_education","stimuli_number"
"541",8,8,8,8,8,7,270,42,"Man",NA,"Employed full time","Operations Manager","100-500 employees","5-10 years","Engineers, Warehousemen, Auditors, Customer Service, Finance, Human Resources, Drivers, Supervisors ","Professional or business services","",3,4,6,3,6,2,"Woman_Traditional","Experiment","woman_trad_6_1",9,"woman","trad","6_1"
"542",8,5,5,9,8,8,284,30,"Man",NA,"Employed full time","Lab tech","1,000+ employees","Less than 1 year","Lab tech","Technology","",5,5,5,5,5,5,"Woman_Traditional","Experiment","woman_trad_6_1",8,"woman","trad","6_1"
"543",5,5,5,5,7,7,13,35,"Man",NA,"Employed full time","Senior Manager","1,000+ employees","5-10 years","Designers","Technology","",2,5,4,2,4,1,"Woman_Traditional","Experiment","woman_trad_7_1",6,"woman","trad","7_1"
"544",9,7,8,8,9,10,54,30,"Man",NA,"Employed full time","IT Analyst","Less than 50 employees","Less than 1 year","IT Lead","Professional or business services","",3,5,4,3,5,3,"Woman_Traditional","Experiment","woman_trad_7_1",9,"woman","trad","7_1"
"545",8,7,7,7,8,8,87,37,"Man",NA,"Employed full time","Workforce Analyst","1,000+ employees","Less than 1 year","Supervisor,  Review Assistant","Health","",5,5,5,5,6,3,"Woman_Traditional","Experiment","woman_trad_7_1",8,"woman","trad","7_1"
"546",9,8,9,9,10,10,97,21,"Man",NA,"Employed full time","Automation Analyst","1,000+ employees","Less than 1 year","RPA Developer","Technology","",3,5,4,3,5,5,"Woman_Traditional","Experiment","woman_trad_7_1",9,"woman","trad","7_1"
"547",9,5,6,8,8,9,134,39,"Man",NA,"Employed full time","Technical Analyst","1,000+ employees","1-2 years","Support Specialist","Technology","",3,6,3,3,5,5,"Woman_Traditional","Experiment","woman_trad_7_1",10,"woman","trad","7_1"
"548",9,8,9,9,9,9,140,34,"Man",NA,"Employed full time","Senior Software Developer","500-1,000 employees","1-2 years","Software developers and Programmers","Technology","",2,3,7,3,7,3,"Woman_Traditional","Experiment","woman_trad_7_1",10,"woman","trad","7_1"
"549",5,3,5,5,3,3,175,35,"Woman",NA,"Employed full time","Operations Manager","100-500 employees","5-10 years","Management","Professional or business services,Technology","",3,4,4,3,5,4,"Woman_Traditional","Experiment","woman_trad_7_1",3,"woman","trad","7_1"
"550",10,10,6,8,10,10,192,42,"Woman",NA,"Employed full time","IT consultant","1,000+ employees","1-2 years","Project leader, software engineer, technical writer, product manager","Professional or business services,Technology","",3,4,3,3,5,5,"Woman_Traditional","Experiment","woman_trad_7_1",10,"woman","trad","7_1"
"551",8,6,8,9,10,9,196,35,"Woman",NA,"Employed full time","Beta Engineer","1,000+ employees","1-2 years","Support Engineer","Technology","",6,5,5,5,3,5,"Woman_Traditional","Experiment","woman_trad_7_1",10,"woman","trad","7_1"
"552",10,7,10,10,10,10,226,31,"Man",NA,"Employed full time","Project manager","1,000+ employees","1-2 years","Software developer","Technology","",5,7,7,7,3,6,"Woman_Traditional","Experiment","woman_trad_7_1",10,"woman","trad","7_1"
"553",9,1,3,1,9,9,245,63,"Man",NA,"Employed full time","Manager of development","1,000+ employees","10+ years","Software engineers","Technology","",3,5,3,3,5,3,"Woman_Traditional","Experiment","woman_trad_7_1",8,"woman","trad","7_1"
"554",10,5,5,5,10,10,260,53,"Non-binary / third gender",NA,"Employed full time","Senior Engineer","500-1,000 employees","10+ years","All positions in construction and engineering","Other - not listed","Construction and engineering, restaurant",6,6,6,5,5,5,"Woman_Traditional","Experiment","woman_trad_7_1",10,"woman","trad","7_1"
"555",7,7,9,7,8,8,278,53,"Man",NA,"Employed full time","Project Manager","1,000+ employees","10+ years","Software developer","Technology","",5,6,5,4,3,5,"Woman_Traditional","Experiment","woman_trad_7_1",9,"woman","trad","7_1"
"556",8,7,8,6,10,10,14,31,"Woman",NA,"Employed full time","Researcher","1,000+ employees","3-5 years","Research assistants","Education","",5,6,7,5,3,5,"Woman_Traditional","Experiment","woman_trad_8_1",6,"woman","trad","8_1"
"557",8,9,8,7,8,9,25,41,"Man",NA,"Employed full time","Software Engineer","500-1,000 employees","3-5 years","Software Engineer","Health,Professional or business services,Retail,Technology,Other - not listed","Entertainment",4,5,5,3,4,4,"Woman_Traditional","Experiment","woman_trad_8_1",9,"woman","trad","8_1"
"558",9,8,9,9,9,9,39,39,"Man",NA,"Employed full time","Information Tech","1,000+ employees","Less than 1 year","office support","Other - not listed","education",2,2,2,2,4,2,"Woman_Traditional","Experiment","woman_trad_8_1",9,"woman","trad","8_1"
"559",6,5,5,5,7,5,61,65,"Man",NA,"Employed full time","Application Developer ","Less than 50 employees","10+ years","IT and service","Professional or business services,Technology,Transportation, utilities, or wholesale","",4,5,5,4,4,3,"Woman_Traditional","Experiment","woman_trad_8_1",8,"woman","trad","8_1"
"560",8,5,5,5,8,8,93,44,"Woman",NA,"Employed full time","Principal Consultant","Less than 50 employees","5-10 years","Consultants, Project Managers, Advisors, Product Managers,","Professional or business services","",5,5,3,3,6,3,"Woman_Traditional","Experiment","woman_trad_8_1",8,"woman","trad","8_1"
"561",10,9,10,10,10,10,109,27,"Man",NA,"Employed full time","Data Analyst","500-1,000 employees","1-2 years","IT roles","Technology","",3,2,6,5,4,5,"Woman_Traditional","Experiment","woman_trad_8_1",10,"woman","trad","8_1"
"562",8,7,7,6,7,8,127,37,"Man",NA,"Employed full time","manager","100-500 employees","5-10 years","Technicians","Technology","",2,3,2,3,5,3,"Woman_Traditional","Experiment","woman_trad_8_1",7,"woman","trad","8_1"
"563",5,5,6,5,7,7,147,51,"Woman",NA,"Employed full time","Assistant Director","50-100 employees","5-10 years","Interviewing, prescreening, ","Other - not listed","Biomedical Research",3,5,5,3,5,3,"Woman_Traditional","Experiment","woman_trad_8_1",7,"woman","trad","8_1"
"564",7,6,8,7,7,7,161,30,"Man",NA,"Employed full time","Internet Safety Evaluator","1,000+ employees","Less than 1 year","Web Developer","Technology","",6,6,6,6,2,6,"Woman_Traditional","Experiment","woman_trad_8_1",6,"woman","trad","8_1"
"565",8,6,7,9,7,6,182,52,"Man",NA,"Employed full time","sales rep","1,000+ employees","3-5 years","sales rep, customer operations","Technology","",3,6,6,5,6,5,"Woman_Traditional","Experiment","woman_trad_8_1",7,"woman","trad","8_1"
"566",10,8,9,8,9,9,209,56,"Man",NA,"Employed full time","Sales Engineer","500-1,000 employees","5-10 years","Deployment Engineer, Tech Lead","Technology","",3,5,4,6,5,2,"Woman_Traditional","Experiment","woman_trad_8_1",9,"woman","trad","8_1"
"567",10,8,10,9,10,10,234,45,"Man",NA,"Employed full time","IT analyst","1,000+ employees","5-10 years","Communications","Professional or business services,Public administration","",3,7,5,5,6,5,"Woman_Traditional","Experiment","woman_trad_8_1",9,"woman","trad","8_1"
"568",9,6,6,8,8,8,239,33,"Man",NA,"Employed full time","Network Administrator","Less than 50 employees","3-5 years","Assistant Network Admin","Technology","",2,3,5,1,6,2,"Woman_Traditional","Experiment","woman_trad_8_1",7,"woman","trad","8_1"
"569",5,5,7,7,5,6,266,48,"Man",NA,"Employed full time","Telecommunication Engineer","100-500 employees","1-2 years","Engineering consultant","Technology,Other - not listed","Engineering",4,7,6,6,5,5,"Woman_Traditional","Experiment","woman_trad_8_1",7,"woman","trad","8_1"
"570",4,8,7,7,6,6,282,25,"Man",NA,"Employed full time","engineer","50-100 employees","1-2 years","project managers","Transportation, utilities, or wholesale","",6,5,5,5,5,5,"Woman_Traditional","Experiment","woman_trad_8_1",7,"woman","trad","8_1"
"571",7,8,7,7,8,7,6,33,"Man",NA,"Employed full time","IT Manager","100-500 employees","3-5 years","Anything IT related","Technology","",1,5,5,1,5,1,"Woman_Traditional","Experiment","woman_trad_9_1",6,"woman","trad","9_1"
"572",7,5,5,6,7,8,27,32,"Man",NA,"Employed full time","IT Consultant","1,000+ employees","3-5 years","Technical Support","Technology","",2,4,3,3,5,3,"Woman_Traditional","Experiment","woman_trad_9_1",7,"woman","trad","9_1"
"573",8,7,9,8,9,5,52,47,"Woman",NA,"Employed full time","IT director ","500-1,000 employees","10+ years","IT director ","Technology","",5,7,6,5,3,5,"Woman_Traditional","Experiment","woman_trad_9_1",8,"woman","trad","9_1"
"574",9,7,8,8,9,10,54,30,"Man",NA,"Employed full time","IT Analyst","Less than 50 employees","Less than 1 year","IT Lead","Professional or business services","",3,5,4,3,5,3,"Woman_Traditional","Experiment","woman_trad_9_1",8,"woman","trad","9_1"
"575",8,9,9,5,9,3,83,33,"Man",NA,"Employed full time","Engineer","100-500 employees","1-2 years","Interns","Professional or business services","",6,7,5,6,7,5,"Woman_Traditional","Experiment","woman_trad_9_1",7,"woman","trad","9_1"
"576",9,8,9,9,10,10,97,21,"Man",NA,"Employed full time","Automation Analyst","1,000+ employees","Less than 1 year","RPA Developer","Technology","",3,5,4,3,5,5,"Woman_Traditional","Experiment","woman_trad_9_1",9,"woman","trad","9_1"
"577",7,7,9,8,7,8,117,30,"Woman",NA,"Employed full time","Supervisor","100-500 employees","3-5 years","Supervisor","Technology","",4,6,6,6,6,2,"Woman_Traditional","Experiment","woman_trad_9_1",8,"woman","trad","9_1"
"578",8,6,7,5,8,8,150,32,"Man",NA,"Employed full time","Research Scientist","1,000+ employees","1-2 years","research Technicians","Technology","",2,6,3,2,6,3,"Woman_Traditional","Experiment","woman_trad_9_1",8,"woman","trad","9_1"
"579",7,9,9,10,7,7,157,37,"Woman",NA,"Employed full time","manager","50-100 employees","3-5 years","customer service ","Professional or business services","",7,2,3,6,3,6,"Woman_Traditional","Experiment","woman_trad_9_1",7,"woman","trad","9_1"
"580",7,5,7,7,7,7,189,58,"Man",NA,"Employed full time","Product Manager","100-500 employees","10+ years","Marketing and Product Management","Technology","",2,5,2,2,5,2,"Woman_Traditional","Experiment","woman_trad_9_1",6,"woman","trad","9_1"
"581",9,8,8,7,8,8,215,31,"Man",NA,"Employed full time","IT Admin","100-500 employees","3-5 years","IT Admin","Technology","",2,4,4,2,5,2,"Woman_Traditional","Experiment","woman_trad_9_1",9,"woman","trad","9_1"
"582",10,7,5,7,10,10,218,33,"Man",NA,"Employed full time","data analyst","Less than 50 employees","3-5 years","Sales associate, bartender, cook","Professional or business services","",1,4,1,1,7,1,"Woman_Traditional","Experiment","woman_trad_9_1",9,"woman","trad","9_1"
"583",9,7,6,7,9,9,251,37,"Man",NA,"Employed full time","Web Dev","Less than 50 employees","Less than 1 year","None","Technology","",5,6,5,6,3,6,"Woman_Traditional","Experiment","woman_trad_9_1",8,"woman","trad","9_1"
"584",9,7,6,8,8,8,274,62,"Man",NA,"Employed full time","Manager","Less than 50 employees","10+ years","Sales, technical support, management","Leisure or hospitality,Retail,Technology","",3,5,5,5,6,3,"Woman_Traditional","Experiment","woman_trad_9_1",8,"woman","trad","9_1"
"585",10,8,7,8,10,10,288,45,"Woman",NA,"Employed full time","Senior Systems Engineer","1,000+ employees","3-5 years","Tech support, Systems Engineer","Technology","",3,5,4,2,4,3,"Woman_Traditional","Experiment","woman_trad_9_1",10,"woman","trad","9_1"
"586",8,7,7,7,8,7,1,47,"Man",NA,"Employed full time","Delivery Manager ","1,000+ employees","10+ years","Software Engineer ","Technology","",2,5,6,2,6,2,"Woman_Traditional","Experiment","woman_trad_10_1",8,"woman","trad","10_1"
"587",10,0,10,0,10,10,37,26,"Woman",NA,"Employed full time","Supervisor","Less than 50 employees","1-2 years","Media analyst, researcher","Other - not listed","Research",4,7,7,5,2,7,"Woman_Traditional","Experiment","woman_trad_10_1",10,"woman","trad","10_1"
"588",10,9,10,8,10,10,53,55,"Woman",NA,"Employed full time","Administrator","1,000+ employees","10+ years","IT Administrator; Moderator; Front End Web Developer","Professional or business services,Technology","",5,6,6,5,4,5,"Woman_Traditional","Experiment","woman_trad_10_1",8,"woman","trad","10_1"
"589",7,7,7,7,7,8,74,27,"Woman",NA,"Employed full time","Project Management","1,000+ employees","3-5 years","Project Manager, Junior/Senior Consultant, Junior/Senior Associate, Technical Manager ","Education,Public administration,Technology","",3,4,4,4,6,4,"Woman_Traditional","Experiment","woman_trad_10_1",9,"woman","trad","10_1"
"590",4,6,5,4,5,6,90,40,"Woman",NA,"Employed full time","writer","1,000+ employees","5-10 years","writer","Health,Technology","",4,5,4,5,5,4,"Woman_Traditional","Experiment","woman_trad_10_1",6,"woman","trad","10_1"
"591",10,7,5,6,10,10,106,45,"Woman",NA,"Employed full time","Website Manager","Less than 50 employees","3-5 years","Content production, graphic design, social media management","Technology","",5,6,4,5,4,4,"Woman_Traditional","Experiment","woman_trad_10_1",10,"woman","trad","10_1"
"592",8,7,7,6,7,8,127,37,"Man",NA,"Employed full time","manager","100-500 employees","5-10 years","Technicians","Technology","",2,3,2,3,5,3,"Woman_Traditional","Experiment","woman_trad_10_1",6,"woman","trad","10_1"
"593",9,8,9,9,9,9,140,34,"Man",NA,"Employed full time","Senior Software Developer","500-1,000 employees","1-2 years","Software developers and Programmers","Technology","",2,3,7,3,7,3,"Woman_Traditional","Experiment","woman_trad_10_1",9,"woman","trad","10_1"
"594",7,9,9,10,7,7,157,37,"Woman",NA,"Employed full time","manager","50-100 employees","3-5 years","customer service ","Professional or business services","",7,2,3,6,3,6,"Woman_Traditional","Experiment","woman_trad_10_1",8,"woman","trad","10_1"
"595",5,5,10,5,10,5,177,38,"Man",NA,"Employed full time","Data Analyst ","100-500 employees","3-5 years","Analyst and Associate roles","Technology","",4,7,7,4,7,1,"Woman_Traditional","Experiment","woman_trad_10_1",10,"woman","trad","10_1"
"596",6,7,7,7,7,6,200,30,"Man",NA,"Employed full time","Software Engineer","50-100 employees","3-5 years","Software Engineer","Technology","",3,5,5,5,5,3,"Woman_Traditional","Experiment","woman_trad_10_1",7,"woman","trad","10_1"
"597",9,6,7,9,9,8,228,30,"Woman",NA,"Employed full time","Data and Analytics Director","1,000+ employees","5-10 years","Developers, maketers, IT","Financial or information,Professional or business services,Technology","",2,5,6,3,3,5,"Woman_Traditional","Experiment","woman_trad_10_1",7,"woman","trad","10_1"
"598",10,5,9,8,10,9,248,39,"Man",NA,"Employed full time","archaeologist","50-100 employees","5-10 years","archaeologist","Professional or business services","",3,6,6,5,3,7,"Woman_Traditional","Experiment","woman_trad_10_1",9,"woman","trad","10_1"
"599",9,7,6,8,8,8,274,62,"Man",NA,"Employed full time","Manager","Less than 50 employees","10+ years","Sales, technical support, management","Leisure or hospitality,Retail,Technology","",3,5,5,5,6,3,"Woman_Traditional","Experiment","woman_trad_10_1",9,"woman","trad","10_1"
"600",10,8,7,8,10,10,288,45,"Woman",NA,"Employed full time","Senior Systems Engineer","1,000+ employees","3-5 years","Tech support, Systems Engineer","Technology","",3,5,4,2,4,3,"Woman_Traditional","Experiment","woman_trad_10_1",10,"woman","trad","10_1"
